loss,accuracy,val_loss,val_accuracy
1.2160766124725342,0.6404954791069031,0.8682195544242859,0.7375549077987671
0.8804228901863098,0.728481650352478,0.8032069206237793,0.7503660321235657
0.7845572829246521,0.7578103542327881,0.7650193572044373,0.7580527067184448
0.71729576587677,0.7729301452636719,0.7720098495483398,0.7565885782241821
0.6610658764839172,0.7927862405776978,0.7706656455993652,0.764641284942627
0.6086402535438538,0.8082703351974487,0.7634817957878113,0.7675695419311523
0.5875256061553955,0.8104563355445862,0.7469895482063293,0.7741581201553345
0.5537741780281067,0.8215684294700623,0.7981252670288086,0.7628111243247986
0.5257704257965088,0.8304945826530457,0.8346595168113708,0.7474377751350403
0.4993072748184204,0.8359595537185669,0.7923383712768555,0.7759882807731628
